name,program_number,model_type,lat,lon,address,phone,contract_type,summer_session
TINY BUMBLEBEES DAYCARE,1602284,null,40.5820045,-73.9623143,"2848 BRIGHTON 7TH ST. BROOKLYN, NY 11235",(347) 221-2756,PP,
BAIS FRIEDA CHILD CARE CENTER ,1602285,null,40.616743,-73.964966,"1326 EAST 10TH STREET BROOKLYN, NY 11230",(845) 596-3523,PP,open during summer only
KREATIVE KARE DC CTR INC,1602286,null,40.693154,-73.9122427,"455-459 WILSON AVENUE BROOKLYN, NY 11221",(718) 443-1333,PP,
GALILEE AFTERSCHOOL,1602287,null,40.7428161,-73.783554,"58-30 193RD ST. FRESH MEADOWS, NY 11365",(917) 832-0022,PP,
HONEYDEW DROP PLAYHOUSE,1602289,null,40.6473527,-73.9688425,"1113 CHURCH AVE.  BROOKLYN, NY 11218",(718) 941-2177,PP,
ALIANZA DOMINICANA ,1602290,null,40.8492808,-73.9309745,"515 W 182ND STREET NEW YORK, NY 10033",(212) 795-1490,PP,
"SERIOUS FUN AFTER SCH, INC@234",1602291,null,40.7670376,-73.9231917,"30-15 29TH STREET ASTORIA, NY 11102",,PP,open during summer only
EMMANUEL DAY CARE CENTER,1602294,null,40.6884856,-73.9652065,"279  LAFAYETTE AVE BROOKLYN, NY 11238",,PP,open during summer only
HEALTHY KIDS EXTENDED DAY PROG,1602295,null,41.5268774,-74.1228615," E.COLDENHAM SCH. 286 NEWBURGH, NY 12550",,PP,open during summer only
BNOS SPINKA,1602296,null,40.700122,-73.9551823,"127 WALLABOUT ST BROOKLYN, NY 11206",,PP,open during summer only
BRIGHTSIDE - WEBSTER V,1602298,null,40.8381867,-73.9062493,"1465 WEBSTER AVENUE BRONX, NY 10456",(718) 681-3040,PP,
BRIGHTSIDE SOUTHERN V,1602303,null,40.8258941,-73.8922045,"1093 SOUTHERN BOULEVARD BRONX, NY 10459",,PP,
BRIGHTSIDE - BELMONT V S/A,1602304,null,40.6686504,-73.9082088,"58 BELMONT AVENUE BROOKLYN, NY 11211",,PP,
LITTLE BELLCHILDCARE CORP,1602306,null,40.6429224,-74.0078104,"629 51ST STREET BROOKLYN, NY 11220",,PP,
YESHIVATH KEHILATH YAKOV INC.,1602309,null,40.7071407,-73.9597282,"206-212 WILSON STREET BROOKLYN, NY 11211",,PP,open during summer only
YESHIVATH KEHILATH YAKOV INC.,1602310,null,40.638396,-73.984581,"1402 40TH STREET BROOKLYN, NY 11218",,PP,open during summer only
YESHIVATH KEHILATH YAKOV INC.,1602311,null,40.6400784,-73.9979268,"4706 10TH AVE BROOKLYN, NY 11219",,PP,open during summer only
YESHIVATH KEHILATH YAKOV INC.,1602312,null,40.706583,-73.955574,"274 KEAP ST BROOKLYN, NY 11211",,PP,open during summer only
YESHIVATH KEHILATH YAKOV INC.,1602313,null,40.7043403,-73.9525338,"62-68 HARRISON AVE BROOKLYN, NY 11211",,PP,open during summer only
TEACH N LEARN CHILD CARE CTR.,1602314,null,40.7042821,-73.9379891,"175 MOORE ST. BROOKLYN, NY 11206",(718) 381-3831,PP,
"STEPPING STONE PREPARATORY,INC",1602317,null,40.6483622,-73.9525013,"900 ROGERS AVENUE BROOKLYN, NY 11226",(347) 309-9493,PP,
AMBASSADOR CHRISTIAN DC ACD.,1602318,null,40.658148,-73.925117,"993 CLARKSON AVENUE BROOKLYN, NY 11212",(718) 809-0233,PP,
KENSINGTON PREP. SCHOOL & DCC ,1602320,null,40.6514224,-73.943705,"917 BROOKLYN AVE. BROOKLYN, NY 11203",(347) 378-2900,PP,
AVA'S LITTLE ACHIEVERS,1602329,null,40.6578323,-73.8982365,"1743  LINDEN BLVD. BROOKLYN, NY 11207",(347) 318-3623,PP,
LATINO PASTORAL ACTION CENTER,1602330,null,40.8114975,-73.9251024,"296 EAST 140TH STREET BRONX, NY 10454",(718) 681-2361,PP,
LAUGH & LEARN PLACE,1602331,null,40.6768851,-73.7419591,"228-01 MERRICK BLVD SPRINGFLD GARDENS, NY 11413",(718) 525-5318,PP,open during summer only
KIDS CAMPUS,1602332,null,40.6524967,-73.6788349,"290  BROADWAY LYNBROOK, NY 11563",(516) 593-5900,PP,
LITTLE MUNCHKINS 42 INC.,1602333,null,40.642106,-73.998846,"901 46TH STREET BROOKLYN, NY 11219",(718) 809-5852,PP,
DVORA INC.,1602334,null,40.5786994,-73.9788536,"2817  WEST 12TH STREET BROOKLYN, NY 11224",(718) 265-4596,PP,
NEW HOPE LUTHERAN DAY SCHOOL,1602335,null,40.68407,-73.722459,"60 OLIVER AVENUE NASSAU, NY 11580",(516) 285-0815,PP,
ADAPTIVE SOLUTIONS MULTI SRVC,1602336,null,40.6889749,-73.9236545,"992 GATES AVENUE BROOKLYN, NY 11221",,PP,open during summer only
"L.I.F.E LEARNING CENTER, INC.",1602337,null,40.8320812,-73.9069508,"1245 WASHINGTON AVENUE BRONX, NY 10456",(347) 881-5300,PP,
SHA'AREI ZION OHEL BRACHA,1602340,null,40.7188707,-73.8347593,"75-24 GRAND CENTRAL PKWY FOREST HILLS, NY 11375",,PP,open during summer only
D'LITTLESTAR EDUC.ACTIVITY CTR,1602342,null,40.6882793,-73.7953477,"111-08 SUTPHIN BLVD JAMAICA, NY 11435",,PP,open during summer only
CCCS ALIANZA LA PLAZA BEACON,1602343,null,40.8492808,-73.9309745,"515 WEST 182ND ST NEW YORK, NY 10033",(917) 589-1739,PP,open during summer only
NP READY SET LEARN LLC,1602344,null,40.81742,-73.896073,"830  FOX ST. BRONX, NY 10459",,PP,
82ND STREET ACADEMICS,1602345,null,40.7487993,-73.8884638,"77-02 37TH AVENUE JACKSON HEIGHTS, NY 11372",(718) 457-0429,PP,open during summer only
82ND STREET ACADEMICS,1602346,null,40.7515739,-73.8850308,"81-10 35TH AVENUE JACKSON HEIGHTS, NY 11372",(718) 457-0429,PP,open during summer only
"VANGUARD LEARNING, INC. PS 57",1602348,null,40.611011,-74.0835877,"140 PALMA DRIVE  STATEN ISLAND, NY 10304",(718) 312-2606,PP,
OASIS COMMUNITY CORPORATION,1602349,null,40.8832685,-73.8909566,"3981 HILLMAN AVENUE BRONX, NY 10463",(646) 213-4211,PP,
TENDER TOTS 137TH STREET,1602350,null,40.8067336,-73.9188056,"531 EAST 137 STREET BRONX, NY 10454",(732) 987-5252,PP,open during summer only
HARRIET TUBMAN SHELTERING ARMS,308704,GD,40.8181054,-73.9224421,"565 MORRIS AVENUE BRONX, NY 10451",(718) 292-3410,FF,
LITTLE PEOPLE SUMMER CAMP,1602353,null,40.6562097,-73.7531449,"148-15 230 STREET SPRINGFLD GARDENS, NY 11413",(718) 528-5807,PP,open during summer only
APPLE TREE DAY CARE AC INC,1602354,null,40.6510126,-73.9325433,"440 EAST 48TH STREET BROOKLYN, NY 11203",(718) 287-7488,PP,
FRIENDS OF CROWN HEIGHTS #3,1602356,null,40.6716911,-73.9545296,"1491  BEDFORD AVE. BROOKLYN, NY 11216",,PP,open during summer only
APPLE TREE TODDLER CTR INC.,1602358,null,40.7402351,-73.7580662,"73-20 BELL BLVD 1ST FL OAKLAND GARDEN, NY 11364",(718) 264-1588,PP,
THE GOAL PROGRAM,1602362,null,40.9525237,-73.846014,"7  RAVENSWOOD ROAD YONKERS, NY 10710",(914) 481-7415,PP,open during summer only
FRIENDS OF CROWN HEIGHTS # 16,1602364,null,40.6694093,-73.8750319,"668 LOGAN STREET BROOKLYN, NY 11208",,PP,open all year
B-HAPPY CARE PROGRAMS CORP.,1602366,null,40.813214,-73.8998281,"666 SOUTHERN BLVD BRONX, NY 10455",(347) 483-2074,PP,open during summer only
REDEEMER YOUTH CENTER,1602367,null,40.696723,-73.748892,"116-01 204TH STREET SAINT ALBANS, NY 11412",(718) 506-6105,PP,open during summer only
CAMP CHAVIVOS,1602369,null,40.6335206,-73.9758996,"215 AVENUE F BROOKLYN, NY 11218",,PP,open all year
OASIS COMMUNITY CORP,1602371,null,40.856137,-73.9372952,"349 CABRINI  BLVD. NEW YORK, NY 10040",(201) 739-3804,PP,
RIZE AND SHINE CHILDCARE CTR. ,1602372,null,40.6675379,-73.9103005,"512 ROCKAWAY AVE. 1FL BROOKLYN, NY 11212",(917) 691-0901,PP,open during summer only
FIRSTSTEPNYC @ PS/IS 41,344004,GD,40.6596773,-73.9067767,"225 NEWPORT STREET BROOKLYN, NY 11212",(929) 234-6870,FF,
KAYKAR CENTER CORPORATION,1602373,null,40.669939,-73.943312,"755 EASTERN PKWY. (BSMT) BROOKLYN, NY 11213",(347) 817-9314,PP,open during summer only
FRIENDS OF CROWN HEIGHTS #15,1602374,null,40.6745464,-73.8796376,"2505 PITKIN AVENUE BROOKLYN, NY 11208",,PP,open all year
KAYKAR CENTER CORPORATION,1602375,null,40.669939,-73.943312,"755 EASTERN PARKWAY BROOKLYN, NY 11213",(347) 817-9314,PP,
FLUSHING YMCA ASP AT PS 209,1602376,null,40.7837142,-73.7950273,"16-10 UTOPIA PARKWAY WHITESTONE, NY 11357",,PP,
ACHIEVING SCHOLARS EDUC. CENTE,1602378,null,40.8363636,-73.923891,"1178 ANDERSON AVE BRONX, NY 10452",(646) 702-7593,PP,open during summer only
SMART STARS ACADEMY LTD,1602379,null,40.6227644,-73.9632268,"1201 AVE K BROOKLYN, NY 11230",,PP,open during summer only
ADVANCED CHILDREN'S CENTER,1602380,null,40.7020716,-73.8128075,"89-19 139TH STREET JAMAICA, NY 11435",(718) 551-5042,PP,open during summer only
WONDER WORLD LEADERS CTR. LLC,1602381,null,40.6509889,-73.9516831,"2723 CHURCH AVENUE BROOKLYN, NY 11226",(347) 355-3700,PP,open during summer only
BRIGHT FUTURE CHILD CTR. INC,1602382,null,40.68748,-73.781249,"166-01 116TH AVENUE ROCHDALE VILLAG, NY 11434",(718) 736-5840,PP,open during summer only
BREAKTHROUGH ENTERPRISE EL CTR,1602383,null,40.6419323,-73.9354099,"4321 AVENUE D BROOKLYN, NY 11203",(718) 484-0086,PP,
KEY LEARNING CENTER,1602385,null,40.7501458,-73.8051517,"47-49 162ND STREET FLUSHING, NY 11358",(718) 460-8552,PP,open during summer only
YESHIVA BETH HILLEL OF W/BURG,1602386,null,40.7007854,-73.9620815,"35 HEWES STREET BROOKLYN, NY 11211",(718) 802-9567,PP,open during summer only
BEYOND TOMORROW LEARNING CTR.,1602389,null,40.7484449,-73.860257,"104-18  42ND AVE.  CORONA, NY 11368",(718) 416-5278,PP,
TIFERES BNOS,1602390,null,40.6950924,-73.9488472,"585 MARCY AVENUE BROOKLYN, NY 11206",(718) 237-4500,PP,
RICHMOND COUNTY DAY CAMP,1602392,null,40.5430939,-74.2007233,"1075 WOODROW RD 1 STATEN ISLAND, NY 10312",,PP,open during summer only
NORTH SIDE SCHOOL,1602393,null,40.712483,-73.806854,"84-60 PARSONS BLVD JAMAICA, NY 11432",(516) 698-7087,PP,
THE CYBER CAMP,1602394,null,40.6799784,-73.9457091,"1368 FULTON ST BROOKLYN, NY 11216",,PP,open during summer only
CHRIST DISCIPLES' INT'L MINIS',1602395,null,40.8320812,-73.9069508,"1245 WASHINGTON AVE. BRONX, NY 10456",(646) 294-7726,PP,
THE LEARNING TREE,1602397,null,34.206133,-77.8910609,"4306 LAKE AVE WILMINGTON,  28403",,PP,
RAINBOW CHILD DEVELOPMENT CTR,1602399,null,40.7231647,-73.8049276,"77-42 164TH STREET  FRESH MEADOWS, NY 11366",(718) 969-1900,PP,
TWO BY TWO CHILDCARE,1602400,null,40.7115856,-73.952881,"418 KEAP STREET BROOKLYN, NY 11211",(718) 388-5600,PP,open during summer only
SERIOUS FUN @ PS17,1602402,null,40.7682591,-73.9227537,"28-37 29TH STREET ASTORIA, NY 11102",(718) 305-1943,PP,
BRIGHT HORIZON,1602404,null,40.692723,-73.9884442,"345 ADAMS ST BROOKLYN, NY 11201",,PP,
"CHILDTIME CHILDCARE, INC",1602405,null,40.8113176,-73.2555944,"157 ADAMS AVE HAUPPAUAGE, NY 11788",,PP,open during summer only
THE LEARNING EXPERIENCE,1602406,null,40.6042385,-73.9746619,"412  KINGS HIGHWAY  BROOKLYN, NY 11223",(718) 627-7340,PP,
CREATIVE KIDS ACADEMY D.C.  ,1602407,null,40.6368088,-73.9119408,"917 EAST 82ND STREET 1FL BROOKLYN, NY 11236",(347) 385-2834,PP,
PROJECT SOCIAL CARE HEAD START,1602408,null,40.6263543,-73.9801155,"1876 50TH STREET BROOKLYN, NY 11204",(718) 871-3100,PP,
1332 FULTON AVE DC CENTER,1602409,null,40.8329977,-73.9024636,"1332 FULTON AVENUE BRONX, NY 10456",(718) 378-1330,PP,open during summer only
"KA ON PARSONS, INC",1602410,null,40.7674142,-73.8236227,"33-25 PARSONS BLVD LINDEN HILL, NY 11354",(516) 864-6284,PP,
YOUNGERMUSIK CORP,1602411,null,40.607651,-74.011871,"1529 BATH AVE.  BROOKLYN, NY 11228",(718) 755-1197,PP,
FUTURE STARS DAY CARE,1602412,null,40.619074,-73.9226362,"5410 AVE N BROOKLYN, NY 11234",,PP,
KINDERLAND DAYCARE INC.,1602413,null,40.632828,-73.9819799,"1637 45TH STREET  BROOKLYN, NY 11204",(718) 871-7432,PP,open during summer only
SUNNY SKIES PRESCHOOL,1602415,null,40.7188916,-73.9830165,"112 RIDGE STREET NEW YORK, NY 10002",,PP,open during summer only
OPEN HOUSE NURSERY SCHOOL,1602416,null,40.6855144,-73.9919959,"318a  WARREN ST BROOKLYN, NY 11201",,PP,
HEALTHY KIDS EXT. DAY @P.S 158,1602418,null,40.6725882,-73.8851972,"400 ASHFORD STREET BROOKLYN, NY 11207",(212) 744-7083,PP,
LITTLE SCHOLARS LEARNING CTR.,1602419,null,40.605085,-73.98473,"50  QUENTIN ROAD BROOKLYN, NY 11223",(917) 774-6505,PP,
LITTLE SCHOLARS LEARNING CTR. ,1602420,null,40.605092,-73.984658,"52 QUENTIN ROAD.  BROOKLYN, NY 11223",(917) 774-6505,PP,
"ALEPH BET, INC.",1602421,null,40.7432193,-73.9814138,"133 EAST 29TH ST. NEW YORK, NY 10012",(917) 750-8720,PP,
THE LITTLE SCHOLARS LRNG CTR,1602422,null,40.6338195,-73.9024492,"8702 AVENUE L BROOKLYN, NY 11236",,PP,
LITTLE STAR PRESCHOOL,1602423,null,40.556889,-74.165678,"374 RIDGEWOOD AVENUE STATEN ISLAND, NY 10314",(718) 948-7827,PP,
"TZIVOS GAON YAKOV, INC.",1602424,null,40.6373792,-73.9864905,"1373 43RD ST.  BROOKLYN, NY 11219",(718) 682-0636,PP,
MILLER EVANG'CHRIST'N LNG ACAD,1602425,null,40.6680197,-73.954082,"1110 PRESIDENT ST.  BROOKLYN, NY 11225",(718) 363-7160,PP,
MOSDOS SATMAR,1602427,null,40.6291111,-73.9978711,"5901 13TH AVE BROOKLYN, NY 11219",,PP,
BAIS ESTHER SCHOOL,1602429,null,40.6454798,-73.9938001,"945 39TH STREET BROOKLYN, NY 11219",(718) 436-1234,PP,
ASIAN AMERICAN SERVICE CTR,1602430,null,40.594737,-73.9555077,"1502 GRAVESEND NECK ROAD  BROOKLYN, NY 11229",,PP,
PROD.ENHANCEMENT MINISTRIES,1602431,null,40.8533597,-73.8947984,"2151 WASHINGTON AVENUE BRONX, NY 10457",(917) 605-5154,PP,open during summer only
BRIGHT START EARLY CHILDHOOD ,1602432,null,40.7570325,-73.3763456,"28-30 COLONIAL SPRINGS RD WHEATLEY HEIGHTS, NY 11798",,PP,open during summer only
"NEW DISCOVERIES DAY CARE, INC.",1602433,null,40.82267,-73.9020934," 803 EAST 163RD ST. BRONX, NY 10456",(718) 542-2100,PP,
CONGRAGATION MACHNA SHALVA,1602434,null,40.6250445,-73.9959701,"1462 62ST  BROOKLYN, NY 11219",,PP,open during summer only
YESHIVAT MEKOR HAIM,1602435,null,40.5932869,-73.9431932,"2710 AVENUE X BROOKLYN, NY 11235",(347) 385-1048,PP,
PEACEFUL EXPLORERS CORP. ,1602436,null,40.6683734,-73.9538434,"1113  PRESIDENT ST.  BROOKLYN, NY 11225",(347) 585-5117,PP,
OUR KIDS PLACE COUNTRY DAY,1602437,null,40.6689512,-73.7362539,"137-25 BROOKVILLE BLVD. ROSEDALE, NY 11422",(718) 276-3722,PP,
SERIOUS FUN @ P.S. 166Q,1602438,null,40.757309,-73.926733,"33-09 35TH AVENUE LONG ISLAND CITY, NY 11106",(646) 415-8901,PP,open during summer only
BRONX WORKS,1602439,null,40.847414,-73.920905,"1472 MONTGOMERY AVE. BRONX, NY 10453",(347) 590-8955,PP,
JACK & JILL CHILD CARE,1602441,null,40.994482,-75.185334,"240 WASHINGTON ST E STROUDSBURG, PA 18301",,PP,open during summer only
EL SHADDAI INTERNATIONAL,1602442,null,40.8712719,-73.8441442,"1475 HAMMERSLEY AVE BRONX, NY 10469",,PP,open during summer only
JOYFUL TOTS DAYCARE CENTER INC,1602447,null,40.658734,-73.903611,"265 LOTT AVENUE, 1ST FL BROOKLYN, NY 11212",(347) 351-2196,PP,
SEEDS OF UNITY DAYCARE CENTER,1602448,null,40.6297068,-73.9979693,"5816 13TH AVENUE BROOKLYN, NY 11219",(347) 715-6546,PP,open during summer only
OASIS  COMMUNITY CORP. ,1602449,null,40.8264766,-73.9474577,"1750 AMSTERDAM AVE.  NEW YORK, NY 10031",(646) 213-4211,PP,
BNOS CHAYIL,1602452,null,40.7021249,-73.962373,"712 WYTHE AVE BROOKLYN, NY 11249",,PP,
"LITTLE SUNSHINE, INC",1602453,null,40.6078145,-74.0014161,"1815  85TH STREET BROOKLYN, NY 11214",(347) 921-1815,PP,open during summer only
KIPS BAY BOYS & GIRLS CLUB,1602454,null,40.8389414,-73.9101446,"285 EAST 171 STREET BRONX, NY 10457",(718) 583-0174,PP,open during summer only
URBAN STRATEGIES INC,341912,null,40.6727692,-73.8785517,"255 ATKINS AVENUE BROOKLYN, NY 11208",,PP,open during summer only
"SUNBEAM EDU'EMPR CTR,INC-PS241",1602455,null,40.6688839,-73.9605414,"976 PRESIDENT STREET BROOKLYN, NY 11225",(347) 466-5552,PP,open during summer only
"SUNBEAM EDU'EMPR CTR,INC-PS375",1602456,null,40.6648781,-73.9595224,"46  MCKEEVER PLACE BROOKLYN, NY 11225",(347) 406-5552,PP,open during summer only
BLUE STAR ACADEMY,1602457,null,40.652907,-73.956462,"2217 CATON AVENUE BROOKLYN, NY 11226",(917) 690-2783,PP,open during summer only
ALL STARS DAY CARE GROUP INC,1602458,null,40.6278516,-73.9360735,"4111 AVENUE J BROOKLYN, NY 11210",(917) 933-4747,PP,open during summer only
LITTLE SCHOLARS DAY CARE CTR.,1602459,null,40.6392591,-74.0124632,"5721  6TH AVE.,   2ND FL. BROOKLYN, NY 11220",(646) 221-8525,PP,open during summer only
"WIZARD OF OZ DAYCARE, LLC",1602460,null,40.630218,-73.970478,"622 FOSTER AVENUE BROOKLYN, NY 11230",(718) 775-3012,PP,open during summer only
BE'ER MIRIAM,1602461,null,40.688118,-73.939051,"275 MARCUS GARVEY BLD BROOKLYN, NY 11221",(718) 388-0885,PP,
CONG.MACHNA SHALVA,1602462,null,40.637883,-73.988256,"1318 43 STREET BROOKLYN, NY 11219",,PP,open during summer only
CONG.MACHNA SHALVA,1602463,null,40.6339022,-73.9907182,"1362 49STREET BROOKLYN, NY 11219",,PP,open during summer only
CONGREGATION CHASIDEI SKWERE,1602465,null,40.6425276,-73.9989649,"4500 NINTH AVENUE BROOKLYN, NY 11220",(347) 672-1038,PP,open during summer only
BRIGHT STAR STRATFORD INC.,1602466,null,40.8297586,-73.8758723,"1217 STRATFORD AVENUE BRONX, NY 10472",(631) 944-5098,PP,open during summer only
CHILD'S WORLD ACADEMY CCC,1602467,null,41.2944894,-73.8965306,"50 DAYTON LANE PEEKSKILL, NY 10566",,PP,open during summer only
SUNNY SKIES PROSPECT,1602470,GC,40.6762153,-73.9637977,"720 WASHINGTON AVENUE BROOKLYN, NY 11238",(917) 482-5244,FF,open during summer only
"STEP AHEAD DCC, INC.",1602471,null,40.6703762,-73.9214832,"1677  ST. JOHN'S PLACE BROOKLYN, NY 11233",(347) 600-3626,PP,
CENTER OF MY JOY,1602472,null,39.2399356,-76.5072223,"503 N.AVONDALE ROAD BALTIMORE, MD 21222",,PP,open during summer only
"KIPS BAY BOYS & GIRLS, INC.",1602473,null,40.8233742,-73.907378,"916 EAGLE AVENUE BRONX, NY 10456",(646) 280-6138,PP,open during summer only
BRIGHTSIDE ACADEMY CLARKSON V,387105,null,40.6550568,-73.9525965,"210 CLARKSON AVENUE BROOKLYN, NY 11226",,PP,
BRIGHT STAR DC AT ROCHAMBEAU,1602475,null,40.8739691,-73.8801556,"3130 ROCHAMBEAU AVENUE BRONX, NY 10467",,PP,
NIA COMMUNITY SERVICES NETWORK,1602476,null,40.6639361,-73.9360597,"791 EMPIRE BLVD.  4TH FL BROOKLYN, NY 11213",(347) 628-8263,PP,
"THE LAUGH AND LEARN PLACE, INC",1602477,null,40.676586,-73.741428,"228-23  MERRICK BLVD  1ST FL SPRINGFLD GARDENS, NY 11413",(347) 551-0767,PP,
ROUND THE CLOCK NURSERY INC,1602481,null,40.8227447,-73.9426178,"300 WEST 145TH STREET NEW YORK, NY 10039",(212) 862-2273,PP,open during summer only
NASH JEW NEW AMER SELF HELP ,1602483,null,40.5806274,-73.9651583,"330 NEPTUNE AVENUE BROOKLYN, NY 11235",,PP,open during summer only
LIFE ADJUSTMENT CENTER. INC,1602484,null,40.7870521,-73.9432722,"325 EAST 101 ST. STREET NEW YORK, NY 10029",(917) 405-7142,PP,open during summer only
BETH CHANA,1602485,null,40.7025828,-73.9596496,"620 BEDFORD AVE BROOKLYN, NY 11249",,PP,open during summer only
GAN KTANTANIM,1602486,null,40.621818,-73.957547,"1177 EAST 18TH STREET  BROOKLYN, NY 11230",(347) 420-9707,PP,
DARCHAI MENACHEM,1602487,null,40.659494,-73.9462389,"432 RUTLAND ROAD BROOKLYN, NY 11203",(917) 971-8536,PP,
BEGINNING STEPS INFANT DC,1602488,null,40.6487835,-73.9573037,"21 SNYDER AVENUE BROOKLYN, NY 11226",(718) 940-7700,PP,
"WHIZ KIDS LEARNING, INC",1602489,null,40.83951,-73.830719,"1363  GILLESPIE AVE BRONX, NY 10461",,PP,open during summer only
"HYLAN DAY CARE, INC. ",1602490,null,40.5735172,-74.1063076,"2346 HYLAN BOULEVARD STATEN ISLAND, NY 10306",(917) 627-0412,PP,
"DIKI'S DISCOVERY CENTER, INC. ",1602491,null,40.76435,-73.917132,"30-16  37TH ST.  ASTORIA, NY 11103",(718) 278-1033,PP,
CREATIVE LEARNING CLUBHOUSE,1602492,null,40.6316472,-74.1485795,"275 WALKER ST. STATEN ISLAND, NY 10303",(917) 593-5550,PP,
TENDER TOTS CORONA LLC,1602493,null,40.7484449,-73.860257,"104-18 42 AVENUE  CORONA, NY 11368",(732) 987-5252,PP,open during summer only
DYNAMIC LEARNING CTR/TOM. LEAD,1602495,null,40.5949757,-73.9703611,"133 GRAVESEND NECK RD. BROOKLYN, NY 11223",(718) 902-9497,PP,
VICTORIA CHILDREN'S GROUP,1602496,null,40.7169867,-73.9906832,"323 GRAND STREET NEW YORK, NY 10002",,PP,
CAMP CALVARY,1602502,null,40.691405,-73.7879685,"111-10 GUY R. BREWER BLVD.  JAMAICA, NY 11433",(917) 334-9099,PP,open all year
"FUNDAY DAYCARE CENTER, INC",1602503,null,40.7455598,-73.8594751,"47-05 104 STREET CORONA, NY 11368",(718) 699-8886,PP,
FACES OF THE FUTURE EARLY LRNG,1602507,null,40.646516,-73.9301739,"1080 UTICA AVENUE BROOKLYN, NY 11203",,PP,open all year
STARS OF TOMORROW DC CTR INC.,1602508,null,40.8089129,-73.9217457,"423 EAST 138 STREET BRONX, NY 10454",(917) 473-6455,PP,
FUN STATION DAY CAMP,1602509,null,40.6016495,-74.1767682,"3555 VICTORY BLVD STATEN ISLAND, NY 10314",,PP,open all year
ANN&ANDY II,1602511,null,41.0431985,-73.8271617,"2170 SAW MILL RIVER RD ELMSFORD, NY 10523",,PP,open during summer only
FACES OF THE FUTURE EARLY LRNG,1602512,null,40.646516,-73.9301739,"1080 UTICA AVENUE BROOKLYN, NY 11203",(718) 618-0061,PP,
IT'S A HAPPY DY AT KIDDY CRNR',1602514,null,40.6744023,-73.7290005,"243-37 MERRICK BLVD.  ROSEDALE, NY 11422",(718) 712-6768,PP,
FIVE STARS CHILD CARE INC.,1602515,null,40.5881047,-73.9624168,"2546 EAST 7TH ST. 2FL. BROOKLYN, NY 11235",(917) 753-6577,PP,open during summer only
THE GOAL PROGRAM,1602518,null,40.920002,-73.9026591,"350 HAWTHORNE AVE.  YONKERS, NY 10706",(347) 922-3374,PP,open during summer only
CONGREGATION BNOS CHAYA,1602519,null,40.635491,-73.987657,"4511 14TH AVENUE BROOKLYN, NY 11219",(718) 851-1212,PP,open during summer only
"CITYKIDS  DAYCARE, INC.",1602520,null,40.8656558,-73.9243029,"631 ACADEMY  STREET NEW YORK, NY 10034",,PP,
YESHIVA BNOS AHAVAS ISRAEL,1602521,null,40.698885,-73.9592513,"12 FRANKLIN AVE BROOKLYN, NY 11249",,PP,
LEADERS FOR SUCCESS,1602522,null,40.713093,-73.734052,"220-05 HEMPSTEAD AVE QUEENS VILLAGE, NY 11429",,PP,open during summer only
LEARN AND EXPLORE LLC,1602523,null,40.5806274,-73.9651583,"330 NEPTUNE AVE 1 BROOKLYN, NY 11235",,PP,open during summer only
LITTLE HANDS CREATIVE MINDS ,1602525,null,40.6278516,-73.9360735,"4111 AVENUE J BROOKLYN, NY 11210",(347) 409-1917,PP,open during summer only
THE GOAL PROGRAM,1602526,null,40.9634826,-73.8434221,"1 MONTCLAIR PLACE YONKERS, NY 10710",(347) 922-3374,PP,open during summer only
MOSDOS SATMAR,1602527,null,40.634779,-73.9852003,"4423 15TH AVENUE BROOKLYN, NY 11219",(718) 508-4444,PP,open during summer only
BROOKLYN KIDS ACADEMY,1602528,null,40.6700193,-73.9313459,"250 UTICA AVENUE  BROOKLYN, NY 11213",(718) 953-9011,PP,
BRONX HOUSE @PS 105,1602529,null,40.8527674,-73.8664014,"725 BRADY AVENUE BRONX, NY 10462",(718) 824-7350,PP,
KIDS ADVOCATE DAYCARE CENTER,1602530,null,40.7371063,-73.8068972,"61-54 162ND STREET FRESH MEADOWS, NY 11365",(917) 285-2579,PP,open during summer only
OUR LITTLE ANGELS CORP,1602531,null,40.7307826,-73.7202554,"86-29 COMMONWEALTH BLVD BELLROSE, NY 11426",(718) 347-7377,PP,
ARISTA PREPARATORY INC,1602532,null,40.6726535,-73.9416111,"221 KINGSTON AVENUE BROOKLYN, NY 11213",(718) 493-9290,PP,open during summer only
NIA AFTERSCHOOL PRG PS/IS 30,1602533,null,40.6337329,-74.0242199,"7002 4TH AVENUE BROOKLYN, NY 11209",(718) 236-5266,PP,
"STEPS TO SUCCESS IV, LLC",1602534,null,40.5937449,-74.0871038,"1429 HYLAN BLVD STATEN ISLAND, NY 10305",(718) 979-4444,PP,open during summer only
SUNFLOWER PLAYHOUSE,1602535,null,40.6730001,-73.9626731,"787A WASHINGTON AVENUE BROOKLYN, NY 11238",(347) 241-3771,PP,
SUNFLOWER ACADEMY,1602536,null,40.6755651,-73.9812633,"238 5TH AVENUE BROOKLYN, NY 11215",(646) 642-3439,PP,
CLEVELAND EDUCATIONAL SRVCS,1602539,null,40.7725265,-73.9363254,"2-08 ASTORIA BLVD 1 ASTORIA, NY 11102",(917) 832-6506,PP,open during summer only
RAYMOND EDWARDS MOHDC,1602540,null,40.6673883,-73.8992905,"533 BLAKE AVENUE  3FL. BROOKLYN, NY 11207",(718) 485-8500,PP,open during summer only
